,pT_{Z}(GeV),#eta_{Z},#phi_{Z},Energy_{Z}(GeV),Mass_{Z}(GeV)
0,76.68638472375522,-0.2443797096473911,0.7146711483006322,111.3810573844005,78.52821714447543
0,124.03217369810189,-0.2695373299301578,1.0691958134108295,181.2597990292086,127.77383638127405
0,38.06944357638766,2.5076112121545635,0.7378236682282976,262.1807518490283,115.81766475724096
0,53.299381568960875,-0.9639289109858378,-0.9149694198241599,172.52559956347346,152.83606588776257
0,10.310880026439671,-0.9332398000897257,0.4452945177431312,88.86544522718103,87.56686495559418
0,56.17017362849672,-0.07339346550137067,1.7586617730311866,116.97619840424201,102.52471335542542
0,52.17766952562758,-2.5057013205180834,0.0734712024707907,336.08295130899114,97.02316722512512
0,133.94399296424703,-0.5343733836196535,-2.8263313007099473,165.34692019485817,61.39117211565798
0,90.60736254166382,0.9428507421499324,0.026088864382000053,167.25742701528154,100.1565072271696
0,109.38847838027854,0.6515817767428473,-0.08822650402388374,134.75286359067286,18.745357641136597
0,56.59983480013201,1.5129143863219847,-1.1688597908468277,166.47507757059262,97.80701736191895
0,71.77819766303503,2.0304006779298303,0.20888466625343116,298.0082565006801,107.13683511452795
0,82.6922354577418,1.8700178102123628,-2.641161950779032,332.69964104498536,187.77727022787764
0,60.28635398834011,0.43508288165429077,-1.4177207380962786,233.59066300116956,224.04830145824408
0,40.7687721746957,1.9473853588160828,-0.22658412719656168,227.92849872114186,175.1887591042655
0,82.94664522489089,1.702195726405073,1.4962177807392167,287.2656838942406,165.10049282766926
0,111.35641052294605,1.8893734150707762,-1.4582042050657813,637.8189374406751,514.6646250163755
0,72.87114174724823,-0.4164175283740965,-0.21897486949089187,353.350053309887,344.34107946459653
0,51.52384957380519,1.6905046043993321,-2.3611374190740344,152.47777535494978,48.8586136500605
0,92.50174489193957,-0.2713039686829367,-2.6632822335130033,99.64642298805997,26.970686610127775
0,49.94141508835254,3.1829650318385814,-0.5516212981538255,618.373112799686,135.7760091500123
0,98.62064928551501,-0.7479209802917095,1.6526385635987693,227.98975486450095,188.9959325289524
0,52.01647020882674,-2.26219813340689,2.8044911620064874,258.8343792704081,56.931107743196236
0,93.49836481306338,0.41334402622378313,3.017091066403895,140.56472210538428,97.13847770992977
0,28.117300169691887,1.879657150534136,2.9074930220290276,115.54287416539695,66.8394252882582
0,13.992189495205416,2.755267060777493,2.1229005599181887,151.52782421170164,103.72672551189349
0,62.12993699382609,-1.3940716396570885,-1.0948764508615063,181.90148645966286,124.16174274432792
0,81.10481708330522,1.003921637461165,1.62134905677689,141.34539779733763,64.97490731463
0,50.027647894676775,1.4896136682672387,0.3622646181726013,157.43710437218073,105.80298151032304
0,66.18503745932173,1.9760249836456663,1.9770737216806344,251.25329995389222,62.65020116100907
0,113.98292700113367,1.676621089605596,0.24054986919527604,347.0129020969921,144.67213959882454
0,16.903294843747386,3.3168231609260204,0.31551144931829606,370.7998348371323,288.1747704010083
0,27.385837484016722,0.5419837652910107,1.0720978881434082,58.019096843073996,48.7185002819523
0,107.38572494173276,-0.45531873614540047,-1.7299742991816551,156.3073914052083,101.68464859394065
0,63.96565974248683,1.3030196805321708,-0.9431590222790824,134.9184539354038,47.18226915715104
0,37.52425610144749,1.1158220626178879,0.23447507509119,205.97519644848188,195.9715668009478
0,59.45481879295241,-1.1445611196259853,-2.025595667487778,125.8776968768247,72.58908296689341
0,14.912932271334892,2.3660716359032326,2.662846335916958,144.4869602642281,120.21718616175255
0,80.70164089987942,-0.9912060541461988,-1.2005292341960243,273.35344086514624,243.76306820446985
0,45.496893285469525,0.44071397728291256,-1.4491229614531336,73.9363802222119,54.47807343940172
0,118.14385191819684,-0.7628463538779229,-1.9091124068053733,226.30344314361284,165.6187561026624
0,46.62693980798948,-0.4408476153975963,2.338586521456931,94.99920872796326,80.00102169066713
0,55.58750220580986,-1.7485129850488994,1.7661218071148483,250.3107078311371,188.63084020375754
0,110.5453831482469,1.1592354893234884,1.3848046168845758,209.8605566359328,81.1832217119627
0,52.55264623502388,1.8074489124057507,2.953048956089319,241.4133956572245,176.72748692212636
0,45.97094200416255,-0.7027968894977042,2.9427102359925588,87.30126332824044,65.42766174996213
0,94.60504849491635,-1.4414731001514725,-2.0141151708287843,281.065640924308,185.52640085514028
0,88.09024497116648,-0.21921245579175128,-0.976937412795643,145.11353267549003,113.66239514269006
0,56.878558869832894,-1.1848581232248787,2.5114026776355427,117.65318625861767,59.15692547997908
0,4.652308921471386,1.3379405136237412,-2.321478480095112,223.4900458709091,223.28907413396414
0,22.6590722793417,-2.3059987210581543,-1.2413577135183036,148.17719195275396,93.67345558968695
0,23.28068842484349,0.5902949513219059,-2.670415797715324,162.15161356552701,159.81026073241267
0,31.803234436891746,-2.036230416624709,-0.3713552934245525,197.02392911499754,153.18328547339996
0,37.64920852382732,-1.043594025189917,-2.8437520792308204,133.78786583395984,119.53884651814526
0,8.376635957619358,-1.8406210839009447,2.870081930167626,157.35191315605562,155.00889286866848
0,26.29022526963112,-2.5500407105240748,2.489653792105199,181.873570695159,66.23479023083841
0,45.741648376964505,0.04389962435864345,-1.8138699843215436,65.24701587063811,46.484834768521225
0,25.47811309744889,-1.708270204822652,0.6059226282390799,90.79706055533705,54.501665281182675
0,59.900700113236724,2.741601479396606,-2.683225973763407,488.5433697304567,145.0465733058141
0,52.155214726045266,1.5517556111016815,2.7939538157825554,162.73679788973772,99.71974159439638
0,42.32245706579041,1.6455679510840555,-1.642643056216285,129.0969668849704,60.99128788580123
0,215.426882203703,1.080250164541016,-0.44383719372159575,539.3203217021417,407.0260311057197
